Protein IDs	Majority protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity F01_Fraction1	Intensity F01_Fraction2	Intensity F01_Fraction3	Intensity F01_Fraction4	Intensity F02_FractionCyto	Intensity F02_FractionEnv	Intensity F04	Intensity F05	Intensity F06	Intensity F07_Fraction1	Intensity F07_Fraction2	Intensity F07_Fraction3	Intensity F07_Fraction4	Only identified by site	Reverse	Potential contaminant	id
MGYG000000258_01213	MGYG000000258_01213	29	15	14.04	5.2636E7	1.1327E7	3.0384E6	1.8993E6	1.104E6	3.8287E6	0E0	2.2802E5	6.4833E6	7.199E6	1.5174E6	1.9757E6	9.1011E6	4.9339E6				1040
MGYG000000031_01101	MGYG000000031_01101	30	7	14.04	1.651E8	0E0	0E0	0E0	0E0	6.1015E7	2.4861E7	2.8801E6	1.4002E7	1.5588E7	3.446E6	1.4771E7	2.506E7	3.4774E6				1041
MGYG000002290_00897	MGYG000002290_00897	16	2	14.03	2.8077E6	0E0	0E0	0E0	5.718E5	0E0	0E0	2.6135E4	0E0	0E0	0E0	1.9403E5	9.0894E5	1.1068E6				1042
MGYG000000038_01580	MGYG000000038_01580	13	1	14.03	1.4927E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	6.5779E5	2.7656E5	0E0	0E0	0E0	5.5838E5				1043
MGYG000004779_00173	MGYG000004779_00173	13	1	14.02	2.0182E6	0E0	0E0	3.6524E4	1.6325E4	0E0	2.5806E5	1.4272E4	1.0907E6	0E0	4.6903E5	1.3329E5	0E0	0E0				1044
MGYG000000251_01817	MGYG000000251_01817	20	3	14.02	2.0269E7	0E0	0E0	0E0	2.5382E6	1.5524E6	1.8149E6	2.0727E5	2.8696E6	2.5474E6	7.4144E5	3.5589E5	2.3822E6	5.2593E6				1045
MGYG000000193_03521	MGYG000000193_03521	34	34	14.02	1.0555E8	1.5921E6	1.0084E7	5.131E6	9.6164E5	3.2968E7	2.8609E6	1.9277E6	9.8529E6	7.6218E6	3.3666E6	8.2342E6	1.5586E7	5.3642E6				1046
MGYG000000263_00916	MGYG000000263_00916	24	1	14.01	3.5595E6	2.6623E4	0E0	8.6793E2	0E0	1.1521E6	9.7741E4	7.0218E3	4.2037E5	5.3475E5	7.2462E5	1.6053E5	4.3489E5	0E0				1047
MGYG000000038_01578	MGYG000000038_01578	11	6	14.01	5.5047E6	1.6197E5	7.3881E4	2.6952E5	1.9401E5	7.5286E5	5.8412E5	5.8829E4	5.6017E5	6.3584E5	1.4104E5	1.4901E5	8.6224E5	1.0612E6				1048
MGYG000001338_01579	MGYG000001338_01579	81	16	14.01	3.7812E7	1.2618E6	2.8428E5	1.0849E6	8.8649E5	5.3341E6	3.1287E6	2.0441E5	3.8348E6	3.9097E6	2.4784E6	5.1046E6	1.342E6	8.9576E6				1049
MGYG000003891_00390	MGYG000003891_00390	12	1	14	2.1078E6	0E0	3.5833E4	6.8961E4	0E0	1.9137E5	3.2312E5	3.1038E4	0E0	0E0	0E0	0E0	1.4575E6	0E0				1050
MGYG000002298_00418	MGYG000002298_00418	9	4	14	1.1901E7	0E0	9.5556E5	4.4078E5	2.436E5	4.6604E6	1.166E6	0E0	6.3558E5	6.8987E5	9.042E4	3.9077E5	9.2273E5	1.7048E6				1051
MGYG000001527_02726	MGYG000001527_02726	10	1	14	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				1052
MGYG000000142_00703	MGYG000000142_00703	15	3	14	7.0871E7	0E0	1.0663E7	5.8881E6	2.4995E6	1.327E7	4.5441E6	2.4955E5	5.2087E6	1.3215E7	1.1131E6	0E0	7.2164E6	7.0039E6				1053
MGYG000001338_01630	MGYG000001338_01630	37	24	14	2.348E7	3.393E5	3.2352E5	3.2727E5	3.3775E5	5.1036E6	2.92E6	1.7965E5	2.7583E6	2.7611E6	1.0306E6	2.3942E6	2.6969E6	2.3077E6				1054
MGYG000000031_01448	MGYG000000031_01448	43	12	14	7.4507E6	5.8525E4	0E0	2.0563E5	1.7404E5	4.7018E5	6.4726E5	2.9559E4	1.3095E6	1.1432E6	1.4534E5	3.4602E5	2.2866E6	6.3478E5				1055
MGYG000002212_00197	MGYG000002212_00197	59	1	13.99	1.7044E6	0E0	1.232E5	2.6946E5	4.1157E5	9.0014E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				1056
MGYG000000193_00231	MGYG000000193_00231	38	4	13.98	3.2348E6	0E0	0E0	0E0	0E0	0E0	1.0904E5	9.6132E4	4.897E5	7.793E5	1.3949E5	1.5407E5	6.6955E5	7.975E5				1057
MGYG000000039_02617	MGYG000000039_02617	40	20	13.98	1.4356E7	2.7164E5	1.0798E6	2.7171E5	1.3218E5	1.8611E6	3.6928E5	2.3021E5	2.1481E6	2.1863E6	6.2035E5	8.6192E5	2.8021E6	1.5214E6				1058
MGYG000002321_00757	MGYG000002321_00757	33	6	13.97	1.0872E7	1.9572E5	2.4436E6	7.8032E5	1.5066E5	6.7917E5	2.6212E5	1.6045E5	1.2296E6	1.1546E6	1.9851E5	3.75E5	1.835E6	1.4074E6				1059
MGYG000003694_01417	MGYG000003694_01417	24	6	13.95	2.0757E7	1.4341E6	0E0	1.1169E5	2.8873E6	8.0508E5	1.0955E6	2.7566E5	2.3933E6	2.1095E6	6.5225E5	6.853E5	3.9136E6	4.3938E6				1060
MGYG000000142_02498	MGYG000000142_02498	100	1	13.94	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				1061
MGYG000001380_00841	MGYG000001380_00841	33	2	13.92	1.7754E7	0E0	2.3488E6	2.5573E5	6.4623E5	0E0	0E0	2.4035E5	2.642E6	2.9201E6	2.0456E6	1.5085E6	3.3568E6	1.7898E6				1062
MGYG000000184_01528	MGYG000000184_01528	7	1	13.92	2.1599E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	2.1599E6				1063
MGYG000000450_01763	MGYG000000450_01763	39	2	13.92	3.0199E5	0E0	1.1344E3	7.0738E3	2.725E4	3.8653E4	5.4124E4	4.7399E3	8.5771E4	0E0	0E0	1.6868E4	4.2178E4	2.4193E4				1064
MGYG000000142_03199	MGYG000000142_03199	53	2	13.91	4.0438E6	2.4447E4	0E0	3.5185E3	6.277E4	2.2519E6	4.7715E5	2.0386E4	4.3726E5	0E0	5.9061E4	2.4352E5	4.6376E5	0E0				1065
MGYG000000251_01822	MGYG000000251_01822	16	2	13.91	2.3231E5	0E0	0E0	0E0	0E0	0E0	0E0	2.5169E3	4.3995E4	4.0083E4	7.7601E3	3.3709E3	4.7799E4	8.6788E4				1066
MGYG000000038_01026	MGYG000000038_01026	29	17	13.91	1.4858E8	0E0	1.047E7	2.6933E6	1.9859E6	2.3851E7	1.047E7	1.5376E6	1.9356E7	1.1885E7	8.0773E6	1.1283E7	3.6505E7	1.047E7				1067
MGYG000000031_02025	MGYG000000031_02025	34	2	13.9	9.577E7	0E0	0E0	5.0827E7	3.1865E5	1.0882E7	2.6891E6	9.2151E5	5.6792E6	5.7602E6	5.0761E6	6.3539E6	7.2626E6	0E0				1068
MGYG000003695_03041	MGYG000003695_03041	27	3	13.9	1.5738E6	4.2417E4	1.2118E4	5.0843E3	0E0	5.3515E5	2.1998E5	1.4377E4	8.072E4	7.1641E4	7.9579E4	1.6933E5	2.2615E5	1.1727E5				1069
MGYG000000184_00684	MGYG000000184_00684	27	3	13.9	1.9021E7	0E0	1.573E6	1.8771E5	0E0	4.0319E6	2.7429E6	2.7573E5	1.3885E6	1.0226E6	0E0	6.2529E5	3.3165E6	3.8569E6				1070
MGYG000000038_01588	MGYG000000038_01588	43	6	13.89	2.7809E7	1.6496E6	2.8041E6	3.5181E5	6.0415E5	1.0202E6	2.7495E6	3.8399E5	5.8615E6	3.4526E6	8.0177E5	1.3648E6	4.1962E6	2.569E6				1071
MGYG000003937_01241	MGYG000003937_01241	4	4	13.89	2.4454E5	0E0	1.7611E2	2.3669E3	0E0	2.5108E4	8.1859E3	6.0743E2	3.8509E4	3.5773E4	8.4631E3	1.4256E4	3.8225E4	7.2875E4				1072
MGYG000001637_00313	MGYG000001637_00313	36	2	13.88	2.0169E6	0E0	0E0	0E0	2.4928E4	1.5541E5	2.7116E5	6.8115E4	4.2184E5	2.3945E5	3.6933E4	1.0614E5	4.5283E5	2.4012E5				1073
MGYG000000038_01591	MGYG000000038_01591	26	5	13.88	9.5548E7	0E0	4.2466E6	4.1665E6	4.6043E6	1.5915E7	4.2466E6	8.9189E5	2.9598E7	4.6993E6	9.3758E5	2.302E6	1.2093E7	1.1846E7				1074
MGYG000000031_02630	MGYG000000031_02630	51	5	13.88	6.2877E6	1.5774E5	4.0337E4	3.042E5	1.4264E5	1.9598E6	3.9458E5	5.3196E4	6.309E5	5.0632E5	1.7791E5	5.4356E5	1.042E6	3.3448E5				1075
sp|A0A0B4J1Y9|HV372_HUMAN	sp|A0A0B4J1Y9|HV372_HUMAN	12	1	13.88	6.9811E7	0E0	0E0	5.2229E7	8.8397E5	0E0	0E0	0E0	0E0	0E0	6.7724E6	9.926E6	0E0	0E0				1076
MGYG000000039_01691	MGYG000000039_01691	24	2	13.88	6.8092E7	0E0	1.0959E7	4.6945E6	4.2145E5	2.2783E6	5.4833E5	6.6185E6	9.242E6	8.4218E6	1.8744E6	2.7653E6	8.4582E6	1.1811E7				1077
MGYG000002040_00807	MGYG000002040_00807	24	7	13.88	3.3189E6	9.5556E4	2.4304E4	2.7957E4	3.2002E5	5.2879E5	2.5917E5	7.2808E4	5.3586E5	4.3004E5	8.4239E4	0E0	5.3281E5	4.0736E5				1078
MGYG000002492_00380	MGYG000002492_00380	16	7	13.88	2.7137E6	5.4023E4	3.7594E5	7.483E4	4.7242E4	1.5563E5	2.1653E5	3.5279E4	4.778E5	2.4339E5	2.215E5	1.3696E5	3.0998E5	3.6454E5				1079
sp|P05109|S10A8_HUMAN	sp|P05109|S10A8_HUMAN	15	13	13.87	1.6713E7	4.9688E5	2.403E5	4.137E5	2.3084E4	1.7105E6	1.8098E6	1.4393E5	2.7158E6	2.4681E6	5.744E5	3.6288E5	1.9289E6	3.8248E6				1080
MGYG000000250_02077	MGYG000000250_02077	38	2	13.87	1.5611E6	0E0	1.5611E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				1081
MGYG000000258_00953	MGYG000000258_00953	58	26	13.87	2.0768E6	6.5571E3	1.9718E5	2.9863E4	1.2977E4	2.3532E5	1.3224E5	3.9551E4	3.238E5	2.5346E5	8.2319E4	2.2769E5	4.3979E5	9.6083E4				1082
MGYG000002544_03256	MGYG000002544_03256	27	13	13.87	2.3712E7	0E0	4.6458E5	3.1794E5	1.4789E5	5.4207E6	8.3121E5	2.7786E5	3.6595E6	2.2862E6	1.7435E6	1.9769E6	5.1083E6	1.4774E6				1083
MGYG000003937_01231	MGYG000003937_01231	22	13	13.87	1.932E7	3.8694E5	1.8493E5	2.4716E5	7.8924E4	4.9836E6	5.0479E5	1.4185E5	2.0984E6	1.5109E6	6.5163E5	9.3235E5	4.6802E6	2.9186E6				1084
MGYG000003937_00942	MGYG000003937_00942	8	7	13.87	1.0048E6	8.8217E3	3.408E4	8.0893E3	6.783E3	2.3227E5	9.3967E4	8.2063E3	8.0245E4	9.1252E4	1.3283E4	3.3482E4	1.6639E5	2.2788E5				1085
MGYG000000142_01132	MGYG000000142_01132	42	6	13.86	2.3449E7	2.0831E6	0E0	3.7724E5	1.6284E6	6.8599E6	8.6941E5	1.3698E5	2.3244E6	1.8244E6	5.7092E5	1.3628E6	3.1192E6	2.2919E6				1086
MGYG000001338_02654	MGYG000001338_02654	42	7	13.86	1.4538E6	6.0381E3	2.9489E4	4.0302E4	1.0466E5	2.7853E5	3.7725E5	5.8735E3	1.4711E5	1.2931E5	2.7767E4	7.239E4	1.9919E5	3.5884E4				1087
MGYG000001338_00217	MGYG000001338_00217	15	9	13.86	1.7894E7	3.9487E5	9.3253E5	4.7988E5	5.068E5	6.8966E6	4.2513E5	1.2524E5	1.3048E6	1.1831E6	4.2213E5	3.6312E5	1.8969E6	2.9627E6				1088
MGYG000000969_00113	MGYG000000969_00113	27	1	13.86	6.9196E5	6.3303E4	9.7664E3	0E0	0E0	2.2421E5	0E0	0E0	1.6768E5	2.27E5	0E0	0E0	0E0	0E0				1089
MGYG000004789_00661	MGYG000004789_00661	27	3	13.85	7.7566E5	0E0	0E0	0E0	1.0327E4	2.2363E5	1.6769E4	1.2676E4	1.1965E5	9.0992E4	4.7031E4	6.3298E4	1.9128E5	0E0				1090
MGYG000000258_01862	MGYG000000258_01862	32	26	13.84	1.7722E7	1.4853E5	2.8235E5	1.285E6	6.0258E4	4.1767E5	4.1265E5	1.365E5	2.7485E6	2.0711E6	7.812E5	1.1954E6	5.4445E6	2.7388E6				1091
MGYG000000250_00381	MGYG000000250_00381	63	2	13.84	9.1451E6	0E0	1.1695E6	0E0	6.2899E5	0E0	0E0	1.4603E6	1.1695E6	1.0787E6	0E0	3.6381E6	0E0	0E0				1092
MGYG000003937_00240	MGYG000003937_00240	7	5	13.84	5.4267E6	4.2342E4	5.8365E4	5.137E5	2.0339E4	1.7105E5	5.857E5	2.9259E4	8.8666E5	6.515E5	4.9182E5	3.6563E5	8.256E5	7.8478E5				1093
MGYG000002528_01099	MGYG000002528_01099	54	6	13.83	1.4967E8	0E0	7.8691E6	3.7041E6	6.906E5	1.331E7	6.1673E7	5.9949E6	2.2034E7	5.4677E6	1.0788E7	1.8135E7	0E0	0E0				1094
MGYG000001338_03072	MGYG000001338_03072	190	162	13.83	9.0477E7	1.6744E6	3.6298E6	1.4814E6	2.0947E6	1.2562E7	3.7347E7	1.1319E6	5.9948E6	4.8131E6	2.9475E6	3.3048E6	7.9703E6	5.5252E6				1095
sp|P09493|TPM1_HUMAN	sp|P09493|TPM1_HUMAN	18	8	13.83	2.7171E6	1.0245E4	3.008E5	7.2478E4	5.7984E3	5.6244E5	2.0643E5	1.8476E4	2.0228E5	1.7643E5	1.3413E5	8.6674E4	3.3559E5	6.053E5				1096
MGYG000000262_01988	MGYG000000262_01988	133	27	13.83	3.785E7	1.3946E6	4.5266E5	9.2275E5	5.1875E5	8.1108E6	5.9288E6	3.5909E5	4.1271E6	3.7464E6	2.5066E6	2.7065E6	6.1909E6	8.8521E5				1097
MGYG000003694_02580	MGYG000003694_02580	17	6	13.83	3.859E7	0E0	2.2474E6	0E0	0E0	8.353E5	3.5149E6	5.0458E5	7.1707E6	5.0606E6	1.5638E6	3.6046E6	1.0881E7	3.2066E6				1098
MGYG000001338_01027	MGYG000001338_01027	51	5	13.83	1.4379E7	5.6961E5	2.0165E5	5.4288E4	2.9152E5	7.2031E6	5.2956E5	1.4774E5	9.9929E5	1.1012E6	2.1835E5	6.5452E5	1.6385E6	7.696E5				1099
MGYG000000080_00764	MGYG000000080_00764	10	2	13.83	2.7914E6	1.7482E4	1.0935E5	3.3003E3	0E0	3.7797E5	2.1409E5	2.2948E4	2.6884E5	2.2995E5	6.1917E4	1.5241E5	9.879E5	3.4523E5				1100
MGYG000002528_00461	MGYG000002528_00461	20	15	13.83	2.3429E7	5.1677E5	1.4646E6	3.2562E5	3.0392E5	1.8561E6	5.5416E6	8.2859E4	3.0938E6	2.5453E6	2.5051E5	7.801E5	5.7709E6	8.9734E5				1101
MGYG000000062_01882	MGYG000000062_01882	31	2	13.83	3.2078E6	0E0	0E0	4.7216E5	0E0	0E0	0E0	1.1653E5	8.1542E5	6.2747E5	2.3168E5	4.8311E5	4.6146E5	0E0				1102
MGYG000003529_01108	MGYG000003529_01108	11	1	13.82	1.4477E7	0E0	0E0	1.9084E6	8.3388E5	4.3959E5	0E0	2.6489E5	1.2469E6	1.5289E6	5.2971E5	1.7778E6	5.947E6	0E0				1103
MGYG000004707_00951	MGYG000004707_00951	23	1	13.82	3.4325E5	0E0	0E0	0E0	0E0	0E0	0E0	1.0768E4	1.3009E5	1.3699E4	0E0	0E0	1.8869E5	0E0				1104
MGYG000003440_00887	MGYG000003440_00887	14	1	13.82	5.557E6	0E0	0E0	0E0	0E0	4.9555E5	0E0	3.4728E4	0E0	2.6807E6	0E0	9.2155E5	1.4244E6	0E0				1105
MGYG000000038_00433	MGYG000000038_00433	21	8	13.82	4.3904E7	6.8342E6	7.9584E5	0E0	6.4162E4	4.8915E6	3.0897E6	4.584E5	5.6985E6	4.1621E6	1.3001E6	1.0406E6	5.9145E6	9.6547E6				1106
MGYG000002528_01873	MGYG000002528_01873	10	6	13.81	1.0224E7	4.6217E5	1.6133E5	1.223E5	2.7132E5	6.5837E5	2.3406E6	3.2513E5	1.0348E6	8.9898E5	1.6101E5	2.2269E5	2.7328E6	8.3237E5				1107
sp|P25311|ZA2G_HUMAN	sp|P25311|ZA2G_HUMAN	22	22	13.8	3.8798E7	3.0063E6	2.5453E6	1.9739E6	1.4234E6	2.6905E6	1.7939E6	1.0458E6	5.5849E6	4.1094E6	5.899E5	2.2007E6	8.7336E6	3.1003E6				1108
sp|Q07654|TFF3_HUMAN	sp|Q07654|TFF3_HUMAN	12	12	13.8	3.6081E6	1.6181E4	3.2659E3	1.1587E5	3.9196E4	3.0301E5	2.1885E5	8.5017E3	5.0823E5	4.7433E5	5.4863E4	1.0174E5	5.1093E5	1.2532E6				1109
MGYG000002492_02721	MGYG000002492_02721	17	9	13.8	2.7804E7	3.0114E6	2.8775E4	4.3566E5	5.0075E5	2.0103E6	1.8781E6	1.5108E6	4.053E6	3.3618E6	8.916E5	1.8462E6	4.9875E6	3.288E6				1110
MGYG000003937_01848	MGYG000003937_01848	27	10	13.8	2.3396E7	1.9371E5	1.1023E6	1.6451E5	3.7155E5	8.6455E6	5.1909E5	2.4952E5	2.3136E6	2.0403E6	9.0356E5	8.8783E5	3.678E6	2.3265E6				1111
MGYG000004839_01343	MGYG000004839_01343	42	1	13.79	8.6097E5	0E0	0E0	0E0	3.0373E4	0E0	0E0	0E0	2.3421E5	1.0605E5	0E0	1.8389E5	3.0645E5	0E0				1112
MGYG000002528_00408	MGYG000002528_00408	32	11	13.79	4.2196E7	2.808E5	0E0	2.1651E5	1.7973E6	7.0043E6	5.9379E6	3.0567E5	5.2933E6	4.8216E6	1.2303E6	3.6616E6	8.1528E6	3.494E6				1113
MGYG000001725_00451	MGYG000001725_00451	44	1	13.79	9.2306E5	0E0	0E0	0E0	0E0	6.102E4	0E0	1.5854E4	1.5519E5	0E0	0E0	0E0	3.4444E5	3.4655E5				1114
MGYG000000039_01676	MGYG000000039_01676	36	4	13.78	4.8392E7	0E0	8.6228E6	3.1909E5	4.1769E5	2.2046E6	1.8139E6	8.3533E5	7.9661E6	5.6962E6	2.5178E6	3.6283E6	7.754E6	6.6166E6				1115
MGYG000003899_00603	MGYG000003899_00603	25	1	13.78	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				1116
MGYG000002528_02665	MGYG000002528_02665	19	4	13.78	1.9912E6	0E0	0E0	0E0	4.0965E4	6.1577E5	0E0	8.1098E4	2.3157E5	1.7297E5	7.4612E4	1.0574E5	6.6845E5	0E0				1117
MGYG000000201_01853	MGYG000000201_01853	66	6	13.78	4.3119E6	0E0	5.1841E5	1.0172E5	0E0	5.1841E5	0E0	8.2846E4	6.0522E5	6.7708E5	3.6168E5	1.1017E6	3.4478E5	0E0				1118
MGYG000000258_00991	MGYG000000258_00991	23	17	13.78	2.8579E5	2.1351E2	6.1612E4	1.2141E4	2.571E3	2.0498E4	1.1255E4	7.8952E3	3.6115E4	2.6176E4	1.6827E4	1.7624E4	5.4262E4	1.8594E4				1119
MGYG000000031_03298	MGYG000000031_03298	48	2	13.77	1.2517E8	0E0	0E0	0E0	0E0	3.1768E7	0E0	4.0915E5	2.6373E7	1.1887E7	7.8227E6	8.5861E6	2.7183E7	1.1142E7				1120
MGYG000000263_01181	MGYG000000263_01181	29	10	13.77	8.6478E6	5.9759E5	5.9759E5	3.5309E5	5.3715E4	1.9936E6	4.9221E5	3.7128E4	7.1978E5	6.155E5	1.3349E5	7.2581E5	6.7626E5	1.652E6				1121
MGYG000002123_02008	MGYG000002123_02008	9	1	13.76	3.1186E5	0E0	9.6767E4	0E0	0E0	0E0	0E0	0E0	0E0	2.1509E5	0E0	0E0	0E0	0E0				1122
MGYG000000989_00158	MGYG000000989_00158	18	1	13.74	5.1119E5	0E0	0E0	0E0	1.0558E4	0E0	0E0	0E0	0E0	0E0	1.3905E5	3.6159E5	0E0	0E0				1123
MGYG000000258_00952	MGYG000000258_00952	10	8	13.73	1.0325E7	0E0	0E0	0E0	0E0	2.7486E6	0E0	2.2074E5	1.3706E6	1.0208E6	2.9501E5	0E0	2.3311E6	2.338E6				1124
MGYG000003937_00220	MGYG000003937_00220	18	14	13.73	1.6517E7	1.2074E6	8.058E5	2.3413E5	1.4578E5	8.0817E5	1.536E6	1.8464E5	2.3334E6	2.5286E6	8.6329E5	7.7211E5	2.0254E6	3.0721E6				1125
MGYG000001292_00824	MGYG000001292_00824	15	15	13.73	4.6715E5	2.5082E3	0E0	0E0	1.8064E4	5.455E4	3.6951E4	3.7356E3	4.9211E4	4.097E4	1.1115E4	9.3427E4	1.1925E5	3.7371E4				1126
MGYG000000050_00436	MGYG000000050_00436	68	3	13.72	2.8012E6	0E0	1.7423E5	0E0	1.7273E4	6.1412E5	1.9265E5	0E0	9.947E5	0E0	2.2859E5	5.7961E5	0E0	0E0				1127
MGYG000002528_02847	MGYG000002528_02847	17	1	13.72	1.1315E7	0E0	2.6553E6	1.3144E6	0E0	0E0	0E0	7.0907E5	2.8747E6	1.5076E6	1.2173E6	1.0363E6	0E0	0E0				1128
MGYG000002482_00753	MGYG000002482_00753	23	7	13.72	1.2026E7	1.1839E5	9.7794E5	2.2288E5	3.1353E5	4.163E5	3.1068E5	1.9384E5	1.9723E6	1.6473E6	5.3111E5	6.5133E5	2.9398E6	1.731E6				1129
MGYG000001314_01247	MGYG000001314_01247	29	1	13.72	3.522E6	6.6664E4	1.4592E6	9.7902E4	1.1508E5	9.1016E5	0E0	3.6648E4	0E0	7.7019E5	6.6072E4	0E0	0E0	0E0				1130
MGYG000001338_02856	MGYG000001338_02856	25	6	13.71	2.3223E7	6.6052E5	1.5327E5	1.0287E5	1.428E6	2.8544E6	1.2671E6	3.6393E5	4.0366E6	3.2459E6	9.2143E5	1.8719E6	5.7538E6	5.6337E5				1131
MGYG000000038_00760	MGYG000000038_00760	21	7	13.7	2.7669E6	5.5837E4	3.17E4	3.819E4	4.8802E3	5.0033E5	6.7175E4	3.2405E4	6.6416E5	1.5631E5	5.89E4	1.1742E5	6.3702E5	4.0259E5				1132
MGYG000002298_00038	MGYG000002298_00038	25	1	13.7	2.6015E6	0E0	2.6015E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				1133
MGYG000001338_01068	MGYG000001338_01068	25	22	13.68	3.3452E7	2.0502E5	1.1696E6	7.4686E5	3.4157E5	3.2134E6	1.1323E7	2.7931E5	3.3329E6	2.9766E6	1.0383E6	2.1593E6	5.6569E6	1.0093E6				1134
MGYG000002492_00389	MGYG000002492_00389	24	6	13.68	2.7694E7	1.7571E6	5.3936E6	5.4543E6	3.001E6	0E0	0E0	3.1493E5	2.509E6	1.5472E6	1.322E6	6.7323E5	1.8411E6	3.8807E6				1135
MGYG000001338_01882	MGYG000001338_01882	28	5	13.68	5.7773E7	0E0	7.8806E6	2.3348E6	0E0	1.9182E7	6.3436E6	4.2476E5	3.2159E6	2.2533E6	1.8206E6	1.7439E6	1.2573E7	0E0				1136
MGYG000000038_02627	MGYG000000038_02627	18	8	13.68	2.1879E6	1.4335E4	4.2782E4	1.4679E5	3.0749E4	2.2832E5	1.1792E5	1.2503E4	3.276E5	2.8556E5	4.4356E4	1.2359E5	7.2429E5	8.9146E4				1137
MGYG000000002_03341	MGYG000000002_03341	35	3	13.67	2.4995E6	0E0	0E0	0E0	2.0258E4	2.2986E5	2.0749E5	6.7522E3	4.7228E5	5.0521E5	1.3405E5	3.6946E5	5.5414E5	0E0				1138
MGYG000004733_01212	MGYG000004733_01212	68	4	13.67	3.6842E8	0E0	0E0	0E0	0E0	1.7631E8	1.6736E7	5.8692E6	3.2832E7	3.7147E7	2.179E7	6.4623E7	1.0512E7	2.6026E6				1139
MGYG000000137_02945	MGYG000000137_02945	76	2	13.66	4.164E5	0E0	0E0	0E0	4.2867E4	3.7354E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				1140
MGYG000000212_01935	MGYG000000212_01935	66	1	13.64	1.1639E7	0E0	0E0	0E0	0E0	5.4991E6	5.2404E6	1.8371E5	0E0	0E0	7.1578E5	0E0	0E0	0E0				1141
MGYG000001956_00818	MGYG000001956_00818	13	2	13.64	1.572E8	0E0	0E0	0E0	0E0	2.6424E7	7.73E7	5.6939E6	0E0	1.2787E7	0E0	0E0	1.4715E7	2.0284E7				1142
MGYG000002492_00374	MGYG000002492_00374	28	6	13.63	1.385E9	0E0	1.1239E9	3.2262E7	5.8572E7	0E0	4.3446E6	1.7251E6	3.317E7	2.7988E7	6.2033E6	4.474E6	3.2923E7	5.9493E7				1143
MGYG000000038_01592	MGYG000000038_01592	11	9	13.63	2.0982E8	0E0	2.5919E6	3.293E6	5.5259E6	1.1889E7	1.7691E7	1.4711E6	3.5717E7	2.362E7	6.3111E6	9.7314E6	2.7671E7	6.4305E7				1144
MGYG000002492_00378	MGYG000002492_00378	34	4	13.63	8.759E7	0E0	2.0015E6	2.2201E6	7.2658E5	2.9884E6	2.3614E6	3.0158E5	1.6007E7	1.2976E7	6.062E6	3.0174E6	2.1093E7	1.7836E7				1145
MGYG000001746_01402	MGYG000001746_01402	46	7	13.63	3.3671E7	8.7615E5	3.4771E5	1.5908E5	0E0	1.1528E7	5.4876E5	3.8639E5	3.2267E6	3.5071E6	1.8286E6	3.3019E6	5.4289E6	2.5315E6				1146
MGYG000000039_00079	MGYG000000039_00079	39	18	13.62	2.0744E6	8.607E3	1.7075E5	1.5986E5	5.2851E4	4.4374E5	1.4087E5	4.3322E4	2.1104E5	1.8502E5	7.5044E4	7.2156E4	2.6659E5	2.4457E5				1147
MGYG000000262_01262	MGYG000000262_01262	4	3	13.62	1.1284E7	0E0	3.8361E5	1.3681E5	4.0039E4	2.5721E6	2.137E6	8.6118E3	1.0908E6	1.1068E6	1.9831E5	4.9281E5	1.427E6	1.6905E6				1148
MGYG000000038_00778	MGYG000000038_00778	18	3	13.62	1.4392E6	0E0	3.5145E3	1.3742E4	0E0	3.3733E4	3.3733E4	1.2789E4	4.7951E5	1.974E5	0E0	3.1662E4	3.0932E5	3.2379E5				1149
MGYG000002493_01879	MGYG000002493_01879	12	10	13.61	7.7623E6	1.001E4	8.3679E4	1.2366E4	5.2107E4	5.9396E6	9.0478E5	3.3441E4	8.8912E4	7.7933E4	6.1321E4	2.0269E5	1.6201E5	1.3342E5				1150
MGYG000003694_00498	MGYG000003694_00498	26	21	13.6	9.5497E5	7.5083E3	6.4477E4	1.8623E4	8.8941E4	5.7649E4	3.7034E4	1.0372E4	1.5186E5	1.1253E5	3.6002E4	7.6752E4	2.4984E5	4.3377E4				1151
sp|P13688|CEAM1_HUMAN	sp|P13688|CEAM1_HUMAN	18	14	13.6	2.856E6	8.5621E3	3.459E5	2.8526E4	2.979E4	1.0816E5	4.7485E5	1.4002E4	3.1907E5	2.3009E5	2.5052E5	4.3401E5	2.5484E5	3.5765E5				1152
